date,username,title,rating,review
2020-07-10,sanj-37568,Masterpiece! salute to story and presentation,10,"this is the series which gives you drama, action, love epic war, fantasy, emotions. if you love war films and on top of that killing politics, then this is the show you must watch.the built up of story from season 1 to season 7 was good.
what was disappointing was the season 8(may be the expectations were to high from people). particularity people want to see the death to remember for the most strong and cruel villein cersei lannister.
but overall its fabulous package of everything. all the characters in this show did marvelous job."
2020-09-08,kra-70528,Best! Best! Best!,10,i know so many people say the ending sucks i agree but still the best show ever and we will never watch something better than this
2020-07-26,mohantyniharika,GOT - Great Optimal Terrific,8,best series ever... haven't found any series better than got till date.. so cheers to got✨
2020-07-26,mohantyniharika,GOT - Great Outstanding Terrific,8,it could have been the best series.. but the ending is terrible.. still couldn't find such awesome series till date.. so am gonna rate it 10 on 10...
2020-08-25,amrhany-11334,The best television series ever,5,"the end was a masterpiece, shocking and absolutely fucking."
2021-01-11,milorussell-11472,The ultimate disappointment,2,"game of thrones gets a bad rap for having a terrible disappointment but in my eyes the whole show was like that your favourite characters dying or someone not being treated the way they deserved, while yes a better ending would have been nice but after all the journey to it was unforgettable"
2021-03-26,techgamers-75812,Masterpiece.,9,"i don't know how to start but this is the best thing i have ever seen. before watching this i only watched cringe cw shows like flash but one day a friend recommended this show for me. it took me about 1 year to watch a full episode then i told myself i will give it another try and i did and i fell in love. all i did was watch this show. words can't explain how good this show is. it made you think about it all the time, made you speak like them, and even made you imagine living with them. i honestly can't think of a show that did that for me. i am a music guy and the soundtrack at times made me tear up not only from the soundtrack but from the scenes that the soundtrack was played. i will probably never see anything better in my life. from season 1 to 8 i was hooked, always wanted more so i always watched more. the first character i liked was ned stark he was a perfect character to have in season one. his honor and pride makes you like him and how good of a father he was. i'm not hear here to talk about character i'm here to talk about a masterpiece. people hate on season 8 because of writing, to be honest i don't know much about show or movie writing but i actually liked the story. it left you thinking sometimes and imagining how some characters might die or might live. last thing i'll say is i'm grateful that i watched this show before i die."
2020-09-08,geral-99848,Best tv show ever up until Season 7,2,"the first seasons are truly remarkable. up until season 6 this show is near perfection. then season 7 comes and the writing gets much worse, but still bearable. season 8, though, is so bad that not only does it ruin the entire show but it also makes rewatching impossible, since you know how badly it will end. here's a short example: there's only 6 episodes in the final season, screen time is precious, and they show one of the main characters arranging chairs around a table for 5 minutes. no kidding. for me the only explanation for this is a falling out between the show owners d&d and the books author george martin. they probably got angry with him and decided to butcher the show to get even. unfortunately millions of people worldwide were caught and slain as collateral damage."
2020-09-09,mycountrymypower,I am giving 10/10 for seasons from 1 to 7,7,"i started watching this series as i heard about it as ""it is the most viewed series or the best series of all time"".when i was watching ,i also got the same feeling that..no doubt that it is a masterpiece. i fallen in love with every character and i thought that the way will ends. but after watching season 8 my expectations, everything were ruined. ""why they( the makers) ended it like that?""..this is the question that haunted me for few days. the way they want to show dany as a villian is not convincing at all. they forcibly showed that. another thing is that what is use of revealing jon snow as aegon...while watching that particular episode(which tells secret about jon) everyone got goosebumps..and starts imagine him as a future ruler...and at the same time the makers starts leaving small negative impressions of dany...but throughout the seasons she showed like a good person , all she wants is a better world which can be created by her...but the way the makers showed that she felt fear that she can't get the throne as jon is the true heir is a not convincing.....leave about that...she can have fear that she can't get the throne ...but in that situation also many of us thought that later she will be convinced to jon as the king and she as the queen (becoz she loves jon and jon also loves her ) so the makers can create that situation in a clean way...if this also can't happen....they should have to give more time to convince that dany shoul kill the kingslanding people ruthlessly. the way dany killed the redkeep people is not convincing.and at the same time ""everyone wants cersie to be executed by the arya stark in presence of sansa,jon and kingslanding people for what she had done to sansa and her family""..but that thing also didn't happen..instead they ended cersie in a simple unpredictable way. there are many like this. as jon is not the king,dany is not the queen,cersie is not killed by arya in front of sansa...we may not say it is bad one...still it is the best one in anyway..but with a soooooo bad ending...if the ending is in a proper way..it is worth watch for million times ,i can say that surely....but now ,everytime i saw from the beginning..i am thinking that all this will fell into ashes in the end....if possible...in the name of other version of season 8 releases , it will be better...becoz it is not that great ending for a great series of all time..thank u"
2021-02-21,atulyadav-43867,Only if the ending was satisfying,10,masterpiece till season 8 episode 3. i won't say as bad as people say but ending was not satisfying at all. it started hurting me physically to see dany go mad without a reason & the rest of s8 after episode 3 was also very illogical & unsatisfying.
2020-10-31,dsingh-56605,I can't seen series GOT,10,i can't seen series in my life. it's really good and unexpected ending ; but i m really loving and enjoy.....if u not see got then please watch....
2020-09-09,tonijacob,Fentastic and amazing,10,an extra ordinary work that gives an amazing visual effects and experience.nice story and perfect cast olso a good climax.a like the grate war on this web series very well. thank you the team who are created this amazing masterpiece.
2020-10-04,hbgqyhqmt,Great show,6,"this show is amazing, not recommended for kids. it will have you wanting more and it brings on a great show."
2020-10-18,mohammadparsayan,Best By far,10,amazing series and i couldn't imagine . lots of people told me to watch it but i just started to watch in 2020 all in just 2 weeks . i couldn't sleep at nights even. amazing story and shocking when you feel everything settled it ruins it .i like it and with breaking bad are best tv series drama of all time without any hesitant .
2020-10-18,syshecrorgef,The best,1,it's the best tv show i've ever seen in my life 10/10
2020-10-28,raiyanchoudhury,8/10,1,one of the best tv series.but last season was disgusting.
2020-10-30,babitakharb,The greatest show in my life,1,"i love this show very much graphics, acting by each actor is a very good, script, the theme song like that i never have seen in my life."
2020-11-04,tiwariharshraj,Best series I have ever watched!!!,1,i have watched many series but i find this one is the legendary series.
2020-11-26,hsneenabas,yes man,10,this is the best show in the world man i can't tell you in this little words man
2020-11-28,anirbanrouthar,Best ever show but ending disappointed me!,7,"i gave it 9/10 because of the last season, it's still good but very disappointing compared to all the seasons. & also ending is worst."
2020-12-07,amirmahdifah,One of the best series in the world this is aMasterpiece,9,one of the best series in the world this is amasterpiece
2020-12-19,yashwanthkonda-97840,Must watch TV series,10,"first seven seasons are ming blowing but don't expect much about eighth season & final season. if you like stories on ""kings & wars"" then this show is for you"
2020-12-21,boodiyu,i like this series I love this series and I am very impressed with Jon Snow,3,best actors in the series john snow kallisi tyrion lannister jimmy lanseter
2020-12-31,kurtsmithnffc,Absolutely loved it.,4,have been delaying for years watching this as it is not normally my sort of thing. how wrong i was. amazing show. bye far the greatest series ever made. i loved the ending too.
2021-02-10,qmike-13134,Not like this,10,"if you want to end the show like this, it's an ok ending if you gave hints. non of previous episodes build up to this moment.
you can argue that but nah, no enough introductions.
clearly these guys didn't seek second opinion about how to end the show.p.s.
the main beloved character does not die at the end unless somehow in a ""nobel"" way."
2021-06-02,hahahahahahaha-21938,Amazing,10,amazing. and i think it's the best show ever. but the last season was bad.
2021-07-10,hahahahahahaha-21938,Osm,1,i don't think i can say how it's amazing this show is.
2021-01-29,jskirk-18096,Best ever,10,tremendous series. every series first class. acting standards 100%. need another series like this to come along.
2021-07-16,braamekkysport,The best,4,it's the beautiful series i have ever seen before.
2021-03-18,krasotochka,"great show, disappointing end",10,"the end is disappointing, however it is still over 10, you absolutely can not rate this lower."
2021-02-09,jawadxd,Best,10,best show l watch in me liev he have very good carcrt
2021-02-14,zcgjavnbk,Worst ending,1,"season 1,6 are phenomenal but the last two seasons are horrible. and by horrible i mean it makes the writing for star wars .7-9 look good. don't waste your time on this show."
2021-05-15,johnsasanis,The best series I have ever seen,9,"game of thrones is an amazing series. it is full of political intrigues, wonderful dialogues and epic battle scenes. the seasons 1,4 are almost flawless. season 5 is not as amazing as the previous ones, but it has some of my favorite episodes, like ""hardhome"" and ""dance of dragons"". season 6 is also an almost perfect season. season 6 includes some of my favorites episodes, like "" the battle of the bastards "", "" the door"" and ""the winds of winter"". season 7 is a very good season, despite having some flaws. finally, season 8 is not as bad as everyone says. i appreciate the amazing cinematography and the wonderful customs. to conclude, season 8 is just good, while the other seasons are very good or almost perfect."
2021-10-06,karudeco,THE BEST TV series EVER comes withe WORST ENDING EVER,10,"they did the impossible: arya should have seen cersei, one last time before she died. this could be the strongest exchange of glances of the serie.the only episode where arya was close to her, was the very first one, this is a disaster. and sansa was away missing everything.the white walkers, was everything in the speechs but nothing in action. 0/20 they were nothing and they did nothing.also the real name of jon snow was useless, and they did not mentionned it in the election.they put bronn the killer in the small concil, but not jon.daenerys, as the mad queen, was a new character, she has spent her entire life to help the poors, and she burnt children...the long night was too short...with no giant spiders.i'm sad and waiting for the books now."
2021-05-20,sarbpreetsingh-03575,Perfect example of how to ruin a great show...,10,why makers why ??? ending is the worst ...this could be greatest show of all time but writers ruined it ...please make again finale episode and do justice with this show ...
2021-03-21,imdb-96466,The last 2 seasons were unbelievable and definitely need a remake,3,"game of thrones deserved all the hype and publicity it got. it did a tremendously good job in creating an intense and believable world. it got almost all the mistakes, that make most modern hollywood movies so bland, right:there were no plain good/ bad characters, everyone had their reasons and the show did an excellent job of explaining them. so for the most part you were also understanding the ""unlikeable"" charactersit was telling several story arcs, so from the beginning there was no main protagonist that you know is going to be the hero of the story and will miraculously survive everything (that unfortunately already changed from season 5 onwards)instead of focusing on the characters it was focusing on telling the story of the world as a whole. i think this is the main point that made the show so exceptional. it was telling a believable story that happens in different areas of the world without paying too much attention on the well,being of individual hero-characters. if the most believable thing to do to progress the story meant getting rid of one (or several) characters, they did....this is.... ....until season 7. season 7 and to an even bigger extend season 8 make and impressively quick switch to ""let's tell a dull superhero story"". suddenly that believable story in that believable world flicks over to becoming a bland action movie.
characters suddenly get a lvl99 plot armor, dialogues (for the most part, not all of course) become an unpleasant mix of cheesy and cringy, teleportation throughout the world has suddenly been unlocked, and characters suddenly start acting against their personalities.it feels like the main intent behind those two seasons was to be done with the show as fast as possible. if that is the case i (and probably many other former fans) probably would have prefered not having an ending at all than this love- und storyless ending that was served."
2021-03-25,vharinandan,The best series I have ever seen,10,game of thrones is the best series i have ever seen despite of having the worst ending. the first 6 seasons are soo good that nothing can be compared 7th season is just ok but 8th season is nothing less than a disaster
2021-04-01,njkingshott,Season 1-5 so good. S6-8 could do without,9,"i'll keep this short. seasons 1,5, incredible story telling. everything is precise, time flows so well in the series. events aren't jumped, they happen naturally. seasons 6-8 it feels like time starts running then sprinting then gone. no real flow, feels rushed and the story that was just told begins to not matter. storylines are left behind, writing is silly and it just feels so broken. utterly disappointed and bewildered at how they finished game of thrones."
2021-05-24,jddirons,what a series ?,10,my one of favorite tv series omg this series is very friendly to watch i watched continuously fabulous.
2021-04-15,kartikcharan,Where's the story????,6,"it's been a journey. the last season was indeed disappointing. i am fine with the choices that were made by most of the characters but simply cannot wrap my head around to how they reached that point. only if the makers had stretched the show for 3,4 more episodes and gave a good arc to atleast their lead protagonists, the show could've been 10 times better. but still giving it a 9 for all the craziness it brought to the screen."
2021-06-17,kaibrigance,Ruined forever.,9,"you want to know how to ruin a show? game of thrones has one of the most interesting worlds in any medium i am yet to witness! great villains, great characters, endless amounts of background and depth. yes it is great! or was great. season 7 set the standard for the rest of the show. and although it would only be one season, it's your finale. no one expected it to be great, but this is just enraging.for the record, though i am still mad about the ending of got, i absolutely do not support the behavior of die hard fans. grow up!with that being said, the ending was just offensive. in fact the entire last season was just a series of unfortunate events unfolding before my eyes. the direction went to a sloppy mess, the story became extremely convoluted, everything leading up to the ending was subpar! rich storytelling went to storytelling with zero explanation. or a shoehorn explanation that makes zero sense. (i think anyone reading this who has seen season 8 will know exactly what i am talking about.)as mad as i am, realistically the majority of got is 10/10 material, but i am so mad that it had to end like some 13 year old fan fiction writer made it.it set up for an exciting ending, and ended with a waste of time.still, watch it if you haven't. it is fantastic leading up to the last 2 seasons."
2021-04-19,jdeutsch-21051,Amazing,10,"ususally hollywood destroys an epic book with nonsense. this show is one of the rare occassions where it didn't screw it up. good acting, amazing storytelling, director is a mad genius. great show!"
2013-06-29,timecow,"Well Cast, Well Acted, Well Done",10,"as many people have mentioned, it is great to see a book to film adaptation that really stays true to the book. the books are so amazing in their depth, and the complexity of the world was unlike anything i had ever read. in a way it was almost like a dramatized version of a true story. the fact that the series has stayed so close to the books is rather surprising since even books with much simpler stories tend to lose a lot going to film. one thing i find very amusing is that most of the negative reviews that i read (and i read quite a few) were written by people who never read the books. it makes me wonder if they would have hated the books, or just hated the series because they didn't know what to expect, and the story doesn't fit the typical fantasy movie/series mold. ( let me add that starting a bad review of a fantasy series saying that you hate fantasy stories makes no sense. if you know you don't like something, don't watch it!) anyway, for a story as complex as this one to be adapted so well as this is a rare thing, and i am very glad to see such a great series of books turn into such a great series on film.i do recommend that if you are totally new to this series you read the books, or at least the first book before watching the series. while it is not absolutely necessary, i think you will get more out of it, and enjoy it much more."
2021-06-14,kunalgurupatel,Dumb/10,7,can't give this one more than 8 wonderful story poorly executed.
2019-05-12,rfrzen,It could have been....,10,"i know we are so small and cant comprehend time and we always say greatest of all time to everything , it could have been one to go down in cinematography history as one of the greatest. it had all the backstory , talent , funding and passionate people that worked there. like ned stark said everything before the word but is horse ""beep"" , this one has a big but (no pun intended ) .i kept my rating at 10 stars till season 6 ,even tho season 5 had major issues and there were some nonsensical moments here and there but it truly deserved the 10 star rating anyway till that point . it was pretty obvious by this point grrm left the train. conspiracy theories aside ( one was pretty crazy but plausible that disney had a hand in rushing d&d to wrap up got so they can start their new star wars saga , crazy right ) it felt like everything was getting ridiculously rushed to a point where teleportation was something that might be possible . funny meme about teleportation there is a mobile game for got and guess what you have teleportation scrolls , you can literally teleport your house keep around the map .season 6 has some great moments but then slowly but surely the writing goes down hill faster then a dothraki screamer . shock value , hollywood cliches and out of character decisions takes hold and grips by the neck everything we used to love about this show tighter then an dorne viper .season 7 tells us clearly that everything is out of control now and there is hardly a way back to what it once made everything epic , but for all the fans out there there is still quite a lot of hope , at least i had it going into season 8.season 8 is exactly that soul crushing, utter disappointment and disgust towards all the major writing decisions and scripts .i am not ungrateful , without d&d and hbo to start it all this story at least for the time being would have been just an amazing story in a book saga (which for a lot of people is enough) therefor i am truly thankful they started all of this but for what they have done in the last 2 seasons (at least) i will use the last words of stannis baratheon : ""go on do your duty"" ..... and be done with it ...(off screen) ."
2021-10-12,sudhakarvinayagamoorthy,GOT is GOAT,10,"the best series everbased on ""a song of ice and fire"" geroge r. r martin novelist one this story writter got.screen play, dialogues , directors created by david benioff , d. b. weiss
awasome man congratulations for world the best series seen peoples1,character development was awesome. 2,cinematography, making, visuals out stranding.3,sound edit, sound mixing, sound track , bgms sound department another out standing once home theatre awesome experience.4, cgi wrk , vfx and sfx work , greenmate worker technical workers once hand look original visible so thank you for once.5, costume designer, makeup designer, set designer awesome.overall the best series seen my life awesome experience too.the best series in the world definitely.game of thrones season by season very engaging episode twist and turn not predictable very wall screen play moving superbthis series must watch catagory."
2021-05-20,djspmbb,Emotions,10,"""game of thrones""""""! is masterpiece 🖤 full of emotions! fantastic story! george r. r martin sir you are legend!!!. got is my 6 year legendary memories 🖤🖤🖤"
2021-06-09,himanshusharmarajghar,G.O.A.T.,3,"damn good and only if you judge this whole series by its last season than that's not fair ..
what took you to ending??the first seven best season!!most recommended."
2021-08-31,ilayda_sahin,Episodes full of surprises unexpected ending,10,"it was a very popular series that was liked by everyone. i've been postponing it all the time and finally i was able to watch it. i'm glad i watched it, it was a legendary series, i finished the 8th season in 1 week. it was very gripping , only the final scene disappointed me . unfortunately it did not meet my expectations. apart from that, the editing, effects, actors were magnificent. for the first time, there were many characters that i liked and sympathized with in a tv series. i'm so sorry it's over..."
2019-05-25,richie-rikt,"OKAY, Lets do the math",8,"on 24th may 2019, nikhilanand8024 wrote: season 1,6: masterpiece season 7: okay....but still good season 8: disasterso lets say he/she means the following:
season 1-6 = 10/10 = 60 total
season7 (okay) = 5/10 = 65 total
season 8 = 0/10 = 65 total (still)divide that by 8 = 8.125/10 = 8/10 overall season voteyet he/she votes it 1/10... one out of ten??!
tell me how that makes sense?!!take note all you other 1/10 voters.... you are coming across and simply pathetic and frankly you should not be heard anymore!"
2021-06-16,debrupray,AMAZING..,10,"started off as the greatest series of all time, but had the worst ending of all time."
2019-05-22,info-11148,A series that is brilliant from beginning to end,10,"all you future generations that are going to watch game of thrones: be asured, it is a brilliant show worth watching several times from the first to the last season. every piece of puzzle will fall perfectly together into it's correct position. the last season may be told a little bit rushed, but it is a perfect ending to a brilliant journey. watch and enjoy."
2021-06-11,midhunmancheeri,In My Opinion,9,it's a huge series then we want to spend more time on complete but every moment we are exciting and trilling. the end season the opposite of what we want is happening.
2021-08-09,dattasaipavan-20425,Awesome,10,this series is awesome and any other series are none when compared to game of thrones.
2021-08-01,gokulmadhu-37537,The Complete REVIEW of GAME OF THRONES,10,"""when you play the game of thrones you win, or you die. there is no middle ground.""game of thrones is an epic fantasy fiction show adapted from the popular series of fantasy novels, ""a song of ice and fire"" by george r. r. martin.the show focuses on the politics of the seven kingdoms of westeros which are divided by wars and blood feuds to claim the iron throne. the main rivalry is between the starks and the lannisters, with many houses rallying or pretending to rally behind each. meanwhile, great dark magical forces arise from the places beyond the 7 kingdoms.unlike most other shows which have one main character, there is an array of prominent characters like ned stark, arya stark, tyrion lannister, danaerys targaryen, cersie lannister, jon snow and many more but none are neither completely good nor evil and is actually a shade of grey and also none are unsusceptible to death which are the exact manifestations of real life and also makes the show very unpredictable.the show benefitted greatly from its huge budget from hbo and it reflected in its excellent, direction, cinematography and the music by ramin djawadi always gave goosebumps too. the excellent visualization and amazing cgi of dragons and other fictional elements makes viewers wish to be a part of westeros. the show also keeps true to the book, until the 5th season which is great too. each episode is about 60 min long and routinely ends with a jaw,dropping cliffhanger keeping people hooked. also, there are moments of brutal violence and sexuality which might pull viewers who aren't ready for them out of the narrative.it seemed as though each and every actor were born for their respective roles and the 59 emmy wins speaks for itself. peter dinklage who plays tyrion, himself has won 4 emmys for best supporting actor, emilia clarke, lena headey and almost the entire main cast has won many awards too.unfortunately, the show overtook the book series and hence the show-writers, d. b. weiss and david benioff switched to their own narrative which drastically deteriorated the quality of the show. usually shows degrade in quality progressively due to the lack of content, but with game of thrones, it's the opposite. the first 5 books were divided to make up 7 seasons but the content of 2 unreleased books were predicted horribly and condensed into 6 episodes. the story towards the end had horrible writing and the character arcs became polar opposite to what the characters had been until that point and was also filled with plot holes which culminated into a heartbreak and a disservice to the public!even though the last season is a humongous letdown, it's definitely still worth watching. it is political, dramatic, exceptionally suspenseful and carries us through an ocean of emotions across its 8 seasons. almost every moment prior to the last season is pure gold, and will always be cherished by fans too. game of thrones will definitely remain my favourite and as one of the best shows forever."
2021-07-16,greycashmere,Perfect until Season 8,7,"despite the disappointing ending and character arch messed up, this is still the best show of all time."
2021-07-26,sagartamang-71617,For the Sake of GOT,1,"it was engrossing!, hbo at its best and more importantly, george r r martin is meticulous.but without the source material, there really was no one who could take it on and move it forward.the lack of premises were evident after season 6. with no content - the show runners simply had to rush to the end! some ridiculous ends at that.even if this is how grrm means to actually conclude it(esp the fire arc), surely the journey will rationalize it.and thats the good news, folks!we will get there, eventually🤞.and when that happens, hopefully hbo and d&d will be ready for the re-take!for the sake of game of thrones!"
2021-07-21,bapstein,"Near perfect first few seasons, sadly let down by a hurried and disappointing final couple of seasons",1,"when got debuted in 2011, it was a fresh concept, perfectly cast and impeccably acted, and the pacing was near perfect, with a suitable amount of time dedicated to each storyline and the main characters. there could not have been a better adaptation of the books. it manages to sustain this until the end of season 4, and then the pacing speeds up, storylines feel rushed and the show starts to lose what made it a stand out. by seasons 6 and 7, it had lost its way, cutting out key storylines and plot in favour of big budget cgi battles that paved the way for possibly the most disappointing last season in tv history."
2021-07-21,rayjenks,It was perfect until the end,10,"i'm writing this review solely based off of the tv series game of thrones.seasons 1,6 are some of the best television you'll ever watch . you will be taken on a roller coaster of emotions as the plot and character development riptide you in a masterful and clever way. the story will be unpredictable and fascinating. your interest will only grow when the credits start to roll at the end and you hear the ominous score seep through your speakers.season 7 is where this show goes down hill. it is still worth the watch ,knowing that you have already invested and are determined to see it through the end. the character development takes a major nose dive in this season and your interest will slowly turn into confusion.season 8 is a slap in the face .it's like you're on a date with a person and they're really captivating. the date is going extremely well and you start to become invested to the point where you are expecting something magical by the end . when the date ends , you envision a romantic kiss to end the perfect date. instead, you get a painful slap and a goodbye. this season is a perfect example on how writers can ruin a television series. the character development hits rock bottom. you begin to question everything. the end leaves you unsatisfied. on the bright side, the visuals in this season are fantastic and the score is amazing.all in all, game of thrones is one the best shows you'll ever watch. just be aware of the last two seasons ."
2021-08-02,connerbelldirect,"Inconsistent and misguided, but not without merit.",10,"the first four seasons are widely acclaimed to be the best, and for good .the last season alone destroys any chance at a half decent reputation for game of thrones.nobody can seriously justify anything higher than a 6 or 7 out of 10 for such poor and inconsistent writing quality.especially considering the final season and its disastrous finale.there is a reason most people widely hated almost every season after 4 and especially the finale.save yourself the trouble and just watch something that is reasonably good from start to finish with writers that give a damn."
2021-08-25,calvinrpatti,"Seasons 1 - 4: Great, Season 5 + 6: Average, Season 7 + 8: Horrendous",10,that's basically it. season 6 is overrated for sure. the first half of this show is brilliant but takes a dive. season 7 and 8 ruin this show by making what the show built to a dumpster fire. i cannot watch another episode of this show knowing how horrible it ends. thanks d+d!
2021-09-20,rahintjarret,Best webseries ever I watched.,9,i liked all the seasons including season 8 of game of thrones. some people expect season 8 to be predictable happy ending like in movies but season 8 was also well made.
2021-09-07,omidnaji,season 7 8,10,pleas remake season 8 7 excellent start and process but end of disaster.
2019-01-19,laura8-1,Amazing,10,"just simply amazing! keeps you constantly guessing and draws you in. there's a reason it's so popular , it's because it's so bloody good!"
2021-10-12,issacnewtonrajj,Top GOT,1,"awesome experience for game of thrones world best series seen my life got one
all dept work was awesome experience once and characterization details was awesome."
2021-10-13,ppxerox,GOT perfect series,1,"game of thrones was perfect one world web series this series was character development was awesome
and story' plat , screen play, was good
cgi ,vfx, sfx, greenmate perfect one
must watch one."
2021-10-21,rmjoseph-00234,GOT Masterpiece,10,"game of thrones best web series in the world characters development awesome , vfx wrk sfx work was awesome one, and screen play awesome one the web series i love it...the best web series must watch one ."
2021-10-27,murugappatrad,Game of thrones best.,10,"game of thrones best series.writing and screen play was very good.sound edit , sound mixing was too good nic experience cinematography , visuals awasome.cgi vfx sfx greenmate technical work was superb.costume designer, makeup designer, set designer and another designer wrk fantasticand series character development very well superb one
all season very engaging super twist and turn...is one world g. o. a. t."
2021-10-27,villancreation,GOT very good,10,game of thrones season very well.character development was awesome.i like a series 1st season i watch no expectations but 1 season 2 episode expect very well and season by season very engaging one.
2021-10-27,gmmaruthu,Game of thrones fantastic,9,"game of thrones fantastic series and character development too good, and background music , cinematography, vfx wrk too good one.i like that enjoyment series. very satisfied one must watch."
2021-10-30,diyaaynu,Game of thrones fantastic,10,"got fantastic series seen my life.wonderful making story , screen play creation , writing superb.very good technical work fantastic sound designing wrk fantastic.character development very well.many goose bumps scenes fireone word got is goat."
2021-10-30,vigneshkamaraj-21695,Fantastic,10,"game of thrones fantastic series and greatest series season by season very engaging one.visually treat for got fans and common series watchablemy friends regament this series
watch after i'm biggest fan for gotworth watch."
2021-10-30,marimuthuthiruppathiii,Very good,1,"got very good series i'm impressed one story , screen play , characters, making , visuals , technical wrk all perfect must watch catagory one.character development too good."
2011-07-27,freddy2961988,Compares to the likes of movies like Gladiator and Robin Hood,9,"based on the bestselling fantasy book series a song of ice and fire by george r.r. martin – often referred to as ""the american tolkien"" – hbo is betting that fans of the lord of the rings will come to this for a sprawling, interwoven tale of feuding families, swords, sex, carnage, beasts, frayed loyalties, deception, intrigue and the pursuit of power. as well they should. game of thrones has all the elements (many described above) that lure viewers to shows like the sopranos, et al. that it's a fantasy series shouldn't scare anyone away, because – like lord of the rings – there's a real allure to costume,dramas that pair dense mythology with all of the crowd-pleasing elements of war, honor, pride, lust, power and, yes, even humor. thrones has all of those in spades and supports them with exceptional storytelling, strong writing, superb acting and some stunning visual effects!!!must watch for everyone!!!"
2020-08-14,guy_sharpe,10/10 until the horrendous final series.,9,"until the last series i would put this as comfortably the best tv show of all time. it had it all, drama, action, suspense, characters who had been cleverly and slowly built up to love/hate. but then that final series dropped and it tarnished the whole legacy. such a shame 8/10"
2011-04-25,mrskablack,Wow!,8,"love this show, love this show, love this show! action, betrayal, strong women, handsome men, realistic costuming, great casting, great story . . . the only thing wrong with this show is the pacing. my husband and i dvr what we want to watch so we can watch at our schedule and half way into the second episode my head is still spinning from the information,overload. i'm beginning to make the connections in and between the families and it is beginning to come together. i know that ""game of thrones"" is book-based - hopefully, they will not stop at the end of this first book of a song of fire and ice series. i have not read these books, but plan to now!"
2019-05-20,helper911,Absolute Disappointment!,10,"**spoilers alert**what a lame season finale, the writers lost it in season 8! totally disappointing!!jon snow deserved to be the king, he was a crow at the end, back to square one after all that suffering...rating changed from 10 to 6!"
2011-04-25,oscarrob,"True to the Book, Excellent, a Must See",9,"i have read the books (the first three i have read twice, the fourth once). i love the books. so in theory i am pre,disposed to either like the series or hate it because it is not sufficiently like the books. it would be damn near impossible for me to judge the series as if i had not read the books. i have only seen the first two episodes of the series.all that said, i love the series. the casting is phenomenal. the acting better than some of the best mini-series. tyrion is spot on (a phenomenal acting job and a phenomenal character). jon snow is spot on. arya stark, cersei lannister, jaime lannister etc, etc. the series clearly gives the feel for the book and is true in its characterizations. no series will have every plot detail of a book nor will it have every character exactly as every individual sees him/her, it can't, but this series is very true to the book, true to martin's writing and true to the character of each player. i can't wait for the next episode. i want to own the series on dvd (blu ray). i want to go back and read the books.this series is a must see in my book."
2011-05-14,wsimmsp,Could be the best show EVER of television,9,"i know i am going to sound like a total fanboy, but what a spectacular job they have done with game of thrones!! the casting is like plucking the imagery, that author martin has so richly set, straight from my brain. normally, with any book adaptations, the expectation of the characters and their core traits, both physically and emotionally, is a rare probability. hbo has absolutely nailed it. the acting is top notch, the set design pinnacle (pause your dvr sometime and notice the intricacies of the various elements within each set), and the script does exquisite justice to martin's imagery. i can only anticipate the growing intricacies of the plot lines to come, and cannot wait to see each character develop as the story unfolds. i have thought for several years that no show could give me the rush of emotion and anxiety as i experienced watching ""band of brothers"", hbo has trumped themselves, and i believe have created the greatest production of a show ever to graced television. i also give the earliest possible prediction that peter dinklage will get nominated for both an emmy and a golden globe for either best actor or best supporting, and he should win one if not both. i urge anyone who has not done so to watch this series, and enjoy getting lost in a tapestry of richly woven threads."
2019-05-15,dxb805,Epic,8,the story in game of thrones is unbelievable the twists is insane after the show ends i will watch the show once more it deserves absolutely 10/10
2019-05-20,dxb805,Epic,1,"best show ever the ending should be better but satisfying, and excepted"
2019-05-20,shspahiu-1,"Good start, mediocre Finish",1,"well the story is based of the grrm song of ice and fire, and, the show until season 6 was amazing but from season 7 to season 8 every episode started to go down hill, that's because d&d instead of book got some scripts. we all got hints for the ending thru all the show, and it was a good ending, but the season 8 was very poorly written."
2017-08-14,bandukda84,You can feel the writers have changed,10,i love this show.however having said this i cant ignore the fact that this show is being rushed. you will definitely see a difference in the pace the initial seasons let the time to tell a story to let ourselves be immersed in the world leading to the haphazard getting to the point kind of writing the show has taken in the current season 7 (however entertaining they take it to be).i am disappointed but don't want anyone to miss out on this fantasy drama. it is a great show.. i just hope they give it enough credit and end it well.
2020-05-17,koolfire,I broke up with it in season 8 and am still mad!,10,"i believed got was guaranteed to be the most iconic tv show of all times! season 1 thru 6 were flawless. seeds of doubt in s7 and s8 turned out to be an absolute freaking diaster. those two egotistical morons ruined this show forever! i'm still so mad that i quit watching my favorites videos on youtube , which i used to all the time before s8!"
2019-05-21,dchas-1,Fairytale ending....Pathetic,1,too many smiles and jokes for such a serious show.
2012-09-29,masta78,Way too overrated! Not any good for a true fan of the books :(,10,"my advice: first read the books and we'll see if you give it more than 4 stars. i don't think so... this is one of the best fantasy saga i've ever read. can't say that about series , sorry. it's shallow and boring with no attention to the details, plain and simple. nudity & gore is not enough to keep mature audience entertained. it's good for teenagers though. if you're true fan of the books - stay out of it! if you haven't read the books yet - do it now and learn the difference. i truly wanted this to be a great series, but it's not. period. saying it's true masterpiece and the best series of all times is just ludicrous and immature, unless you have no expectations at all."
